ID,Section,Word,Correct Answer,Wrong1,Wrong2,Wrong3,Points
1090,12,shave,ひげをそる,洗う,切る,磨く,1
1091,12,hang,掛ける,落とす,壊す,隠す,1
1092,12,shut,閉める,開ける,壊す,失う,1
1093,12,plug,栓/差し込む,抜く,壊す,隠す,1
1094,12,tie,結ぶ,切る,壊す,隠す,1
1095,12,polish,磨く,汚す,壊す,捨てる,1
1096,12,hide,隠れる/隠す,見せる,公開する,失う,1
1097,12,adjust,調整する,壊す,拒否する,失う,1
1098,12,occupy,占める,空ける,失う,拒否する,1
1099,12,sight,視力/光景,聴覚,記憶,制度,1
1100,12,choose,選ぶ,捨てる,拒否する,失う,1
1101,12,select,選ぶ,捨てる,拒否する,失う,1
1102,12,option,選択肢,義務,命令,禁止,1
1103,12,obtain,得る,失う,壊す,拒否する,1
1104,12,gain,得る/増やす,失う,減らす,壊す,1
1105,12,repair,修理する,壊す,捨てる,失う,1
1106,12,fix,修理する/固定する,壊す,捨てる,失う,1
1107,12,reality,現実,幻想,夢,空想,1
1108,12,actual,実際の,架空の,危険な,珍しい,1
1109,12,illusion,幻想,現実,事実,制度,1
1110,12,fantasy,空想,現実,事実,制度,1
1111,12,fault,欠点/責任,長所,成功,利益,1
1112,12,responsibility,責任,自由,利益,事故,1
1113,12,wake,起こす/目覚める,眠る,失う,壊す,1
1114,12,feet,足（複数）,手,頭,腕,1
1115,12,heavy,重い,軽い,小さい,弱い,1
1116,12,peel,皮をむく,切る,洗う,焼く,1
1117,12,paint,塗る/絵の具,消す,壊す,捨てる,1
1118,12,clean,きれいにする,汚す,壊す,捨てる,1
1119,12,wash,洗う,汚す,壊す,捨てる,1
1120,12,hungry,空腹な,満腹な,眠い,元気な,1
1121,12,careful,注意深い,不注意な,危険な,怠惰な,1
1122,12,counsel,助言,命令,拒否,批判,1
1123,12,counselor,助言者/カウンセラー,医者,教師,警察,1
1124,12,gymnasium,体育館,図書館,病院,市場,1
1125,12,academic,学問の,実用的な,危険な,珍しい,1
1126,12,clerk,店員/事務員,社長,教師,医者,1
1127,12,manager,管理者,店員,教師,患者,1
1128,12,reporter,記者,裁判官,教師,医者,1
1129,12,coach,コーチ,選手,教師,医者,1
1130,12,chef,シェフ,店員,教師,医者,1
1131,12,florist,花屋,農家,教師,医者,1
1132,12,Picasso,ピカソ,科学者,政治家,教師,1
1133,12,Van Gogh,ゴッホ,科学者,政治家,教師,1
1134,12,win,勝つ,負ける,失う,拒否する,1
1135,12,Nobel Prize,ノーベル賞,オリンピック,賞金,税金,1
1136,12,elect,選ぶ,拒否する,失う,壊す,1
1137,12,election,選挙,授業,戦争,事故,1
1138,12,vote,投票する,拒否する,失う,壊す,1
1139,12,poll,世論調査/投票,授業,事故,戦争,1
1140,12,trend,傾向,停止,事故,制度,1
1141,12,current,現在の,過去の,未来の,危険な,1
1142,12,appeal,訴える/魅力,拒否する,失う,壊す,1
1143,12,dirty,汚い,きれいな,安全な,珍しい,1
1144,12,candidate,候補者,観客,教師,患者,1
1145,12,poor,貧しい,裕福な,安全な,珍しい,1
1146,12,poverty,貧困,富,利益,成功,1
1147,12,starve,飢える,満腹になる,失う,壊す,1
1148,12,hunger,飢え,満腹,利益,安全,1
1149,12,drink,飲む,食べる,壊す,捨てる,1
1150,12,drunk,酔った,冷静な,安全な,珍しい,1
1151,12,missing,行方不明の/不足している,存在する,安全な,普通の,1
1152,12,develop,発達する/開発する,停止する,壊す,失う,1
1153,12,foreign,外国の,国内の,安全な,珍しい,1
1154,12,security,安全/警備,危険,事故,失敗,1
1155,12,secure,安全な/確保する,危険な,失う,拒否する,1
1156,12,terrorism,テロ行為,平和活動,教育,文化,1
1157,12,crisis,危機,安全,成功,利益,1
1158,12,caution,注意,無関心,失敗,利益,1
1159,12,crime,犯罪,正義,平和,教育,1
1160,12,thief,泥棒,警察,教師,医者,1
1161,12,prison,刑務所,学校,病院,市場,1
1162,12,penalty,罰,報酬,利益,自由,1
1163,12,guilty,有罪の,無罪の,安全な,普通の,1
1164,12,burglar,泥棒,警察,教師,医者,1
1165,13,favorite,お気に入りの,嫌いな,普通の,危険な,1
1166,13,spare,予備の/空いている,不足した,危険な,壊れた,1
1167,13,fond,好きで,嫌いで,冷たい,危険な,1
1168,13,hobby,趣味,仕事,義務,試験,1
1169,13,knit,編む,切る,描く,洗う,1
1170,13,charismatic,カリスマ性のある,退屈な,危険な,普通の,1
1171,13,hairdresser,美容師,医者,教師,警察,1
1172,13,fan,ファン,敵,観客,選手,1
1173,13,fanatic,熱狂的な人,観客,教師,医者,1
1174,13,fun,楽しみ,悲しみ,怒り,危険,1
1175,13,introduce,紹介する,隠す,拒否する,失う,1
1176,13,instrument,器具/楽器,衣服,食べ物,建物,1
1177,13,particular,特定の,一般的な,危険な,普通の,1
1178,13,philosophy,哲学,数学,物理,芸術,1
1179,13,resident,住民,旅行者,教師,医者,1
1180,13,sort,分類する,混ぜる,壊す,失う,1
1181,13,like,?のような/好き,嫌い,拒否,危険,1
1182,13,do,十分である,不足する,壊す,失う,1
1183,13,excuse,言い訳,賞賛,利益,成功,1
1184,13,convenience,便利さ,不便,危険,損失,1
1185,13,moment,瞬間,永遠,危険,停止,1
1186,13,call,呼ぶ,無視する,失う,壊す,1
1187,13,again,再び,一度もない,停止,危険,1
1188,13,right,右/正しい,左,誤り,危険,1
1189,13,beg,頼む/物乞いする,拒否する,与える,失う,1
1190,13,beggar,乞食,王様,教師,医者,1
1191,13,serious,深刻な,軽い,安全な,普通の,1
1192,13,shame,恥,誇り,成功,利益,1
1193,13,pity,残念に思う,祝福する,賞賛する,無視する,1
1194,13,relief,安心/軽減,不安,危険,苦痛,1
1195,13,favor,親切/好意,敵意,拒否,危険,1
1196,13,frank,率直な,嘘つきの,危険な,普通の,1
1197,13,ride,乗る,降りる,歩く,壊す,1
1198,13,catch,捕まえる,逃がす,失う,壊す,1
1199,13,save,救う/節約する,失う,壊す,捨てる,1
1200,13,deep,深い,浅い,狭い,危険な,1
1201,13,wet,ぬれた,乾いた,危険な,固い,1
1202,13,condition,状態/条件,結果,事故,文化,1
1203,13,circumstance,状況,結果,事故,制度,1
1204,13,pronounce,発音する,書く,隠す,拒否する,1
1205,13,welcome,歓迎する,拒否する,失う,壊す,1
1206,13,sharp,鋭い,鈍い,柔らかい,危険な,1
1207,13,plain,明白な/質素な,複雑な,豪華な,危険な,1
1208,13,simple,単純な,複雑な,危険な,珍しい,1
1209,13,sweat,汗/汗をかく,涙,血,水,1
1210,13,soon,すぐに,決して,昨日,危険,1
1211,13,misunderstand,誤解する,理解する,説明する,失う,1
1212,13,recognize,認識する,忘れる,失う,拒否する,1
1213,13,air-conditioner,エアコン,冷蔵庫,扇風機,電子レンジ,1
1214,13,build,建てる,壊す,失う,捨てる,1
1215,13,care,世話/気にする,無視,危険,失敗,1
1216,13,pretty,かなり/かわいい,醜い,危険な,普通の,1
1217,13,ready,準備ができた,未準備の,危険な,普通の,1
1218,13,encounter,遭遇する,避ける,失う,拒否する,1
1219,13,male,男性,女性,子供,教師,1
1220,13,female,女性,男性,子供,教師,1
1221,13,habit,習慣,偶然,事故,制度,1
1222,13,relax,くつろぐ,緊張する,失う,壊す,1
1223,13,polite,礼儀正しい,失礼な,危険な,普通の,1
1224,13,familiar,よく知っている,未知の,危険な,普通の,1
1225,13,formal,形式的な,カジュアルな,危険な,普通の,1
1226,13,relationship,関係,孤立,事故,制度,1
1227,13,magazine,雑誌,新聞,辞書,教科書,1
1228,13,popular,人気のある,不人気な,危険な,普通の,1
1229,13,low,低い,高い,深い,危険な,1
1230,13,dark,暗い,明るい,軽い,危険な,1
1231,13,light,明るい/軽い,暗い,重い,危険な,1
1232,13,outside,外で/外の,中で,内部,危険,1
1233,13,inside,内部で/内部の,外部で,危険,停止,1
1234,13,hour,時間,分,秒,日,1
1235,13,second,秒/2番目,最初,時間,日,1
1236,13,cheap,安い,高価な,危険な,珍しい,1
1237,13,expensive,高価な,安い,危険な,普通の,1
1238,13,thirsty,のどが渇いた,空腹な,眠い,元気な,1
1239,13,special,特別な,普通の,危険な,珍しい,1
1240,13,wide,幅の広い,狭い,深い,危険な,1
1241,13,narrow,狭い,広い,深い,危険な,1
1242,13,together,一緒に,別々に,孤立して,危険に,1
1243,13,gather,集まる/集める,散らばる,失う,壊す,1
1244,13,wear,身に着けている,脱ぐ,失う,壊す,1
1245,13,tight,しっかりした/きつい,ゆるい,危険な,普通の,1
1246,14,the tea ceremony,茶道,華道,剣道,書道,1
1247,14,cherry blossoms,桜の花,梅,菊,バラ,1
1248,14,garden,庭園,建物,道路,学校,1
1249,14,flower arrangement,生け花,料理,掃除,旅行,1
1250,14,calligraphy,書道,数学,音楽,料理,1
1251,14,craft,工芸品,機械,法律,契約,1
1252,14,postcard,はがき,手紙,辞書,新聞,1
1253,14,festival,祭り,授業,会議,戦争,1
1254,14,sculpture,彫刻,絵画,音楽,建物,1
1255,14,fireworks,花火,雷,爆発,事故,1
1256,14,lantern,ちょうちん,ろうそく,電球,懐中電灯,1
1257,14,parade,行進/行列,停止,事故,制度,1
1258,14,kite,たこ,鳥,飛行機,風船,1
1259,14,season,季節,天気,時間,月,1
1260,14,volcano,火山,湖,川,山脈,1
1261,14,lake,湖,海,川,池,1
1262,14,prefecture,県,市,国,村,1
1263,14,soybean,大豆,小麦,米,とうもろこし,1
1264,14,tuna,マグロ,サケ,牛肉,豚肉,1
1265,14,soup,スープ,ご飯,パン,肉,1
1266,14,goddess,女神,王,兵士,市民,1
1267,14,temple,寺,学校,病院,市場,1
1268,14,shrine,神社,寺,学校,市場,1
1269,14,torii,鳥居,橋,門,塔,1
1270,14,sacred,神聖な,普通の,危険な,珍しい,1
1271,14,Buddha,仏陀,王,将軍,教師,1
1272,14,Buddhism,仏教,キリスト教,イスラム教,哲学,1
1273,14,Buddhist,仏教徒/仏教の,神父,教師,医者,1
1274,14,Christianity,キリスト教,仏教,イスラム教,哲学,1
1275,14,sect,宗派,学校,法律,会社,1
1276,14,structure,建造物/構造,制度,事故,文化,1
1277,14,evil,悪/悪い,善,安全,利益,1
1278,14,historical,歴史的な,未来の,危険な,普通の,1
1279,14,heritage,遺産,未来,事故,制度,1
1280,14,martial,軍事の,平和的な,危険な,普通の,1
1281,14,emperor,天皇/皇帝,大臣,教師,兵士,1
1282,14,imperial,皇帝の/天皇の,市民の,危険な,普通の,1
1283,14,palace,宮殿,学校,病院,市場,1
1284,14,bomb,爆弾,花火,道具,機械,1
1285,14,restoration,復活/復元,破壊,失敗,停止,1
1286,14,Olympic,オリンピック競技の,学校の,危険な,普通の,1
1287,14,hospitality,おもてなし,敵意,無関心,危険,1
1288,14,use,使う,捨てる,失う,壊す,1
1289,14,mean,意味する,無意味,失う,拒否する,1
1290,14,agree,賛成する,反対する,拒否する,失う,1
1291,14,obey,従う,反抗する,拒否する,失う,1
1292,14,opinion,意見,事実,法律,事故,1
1293,14,viewpoint,立場/観点,結果,事故,制度,1
1294,14,quite,完全に/かなり,少し,全くない,危険,1
1295,14,maybe,もしかしたら,確実に,決して,昨日,1
1296,14,probable,ありそうな,不可能な,危険な,珍しい,1
1297,14,probably,たぶん,決して,昨日,危険,1
1298,14,anyway,とにかく,しかし,昨日,危険,1
1299,14,strict,厳しい,優しい,危険な,普通の,1
1300,14,nervous,緊張して/神経質な,冷静な,危険な,普通の,1
1301,14,shy,恥ずかしがりの,社交的な,危険な,普通の,1
1302,14,excellent,すばらしい,ひどい,普通の,危険な,1
1303,14,generous,気前のよい,けちな,危険な,普通の,1
1304,14,gentle,やさしい,厳しい,危険な,普通の,1
1305,14,trip,旅行/外出,仕事,事故,制度,1
1306,14,sightseeing,観光,勉強,仕事,事故,1
1307,14,reservation,予約,取消,事故,制度,1
1308,14,reserve,取っておく/予約する,失う,捨てる,拒否する,1
1309,14,book,本/予約する,雑誌,新聞,辞書,1
1310,14,destination,目的地,出発地,事故,制度,1
1311,14,vacation,休暇,仕事,授業,試験,1
1312,14,brief,短い,長い,危険な,普通の,1
1313,14,meaningful,意味のある,無意味な,危険な,普通の,1
1314,14,customs officer,税関の係員,警察,教師,医者,1
1315,14,strange,見知らぬ/奇妙な,普通の,安全な,珍しい,1
1316,14,stranger,見知らぬ人,友人,教師,医者,1
1317,14,change,変化/小銭/つり銭,固定,危険,事故,1
1318,14,architecture,建築,法律,教育,文化,1
1319,14,public,公の/一般の人,私的な,危険な,普通の,1
1320,14,official,公の,私的な,危険な,普通の,1
1321,14,museum,博物館,図書館,学校,病院,1
1322,14,price,値段,無料,事故,制度,1
1323,14,gate,門,窓,壁,屋根,1
1324,14,tour,旅行/見学,授業,事故,制度,1
1325,14,tourist,旅行者,住民,教師,医者,1
1326,14,include,含む,除外する,拒否する,失う,1
1327,14,exclude,除外する,含む,受け入れる,失う,1
1328,14,holiday,休日/祝日,仕事,授業,試験,1
1329,14,holy,神聖な/信心深い,普通の,危険な,珍しい,1
1330,14,aircraft,航空機,船,電車,車,1
1331,14,aisle,通路,壁,窓,屋根,1
1332,14,blanket,毛布,枕,ベッド,机,1
1333,14,step,歩み/階段/手段,停止,事故,制度,1
1334,14,park,公園/駐車場,学校,病院,市場,1
1335,14,lot,くじ/（土地の一区画）/たくさんのもの,少量,事故,制度,1
1336,14,sidewalk,歩道,車道,屋根,壁,1
1337,14,intersection,交差点,駅,学校,市場,1
1338,14,plate,皿,コップ,鍋,机,1
1339,14,discount,割引,増税,罰金,事故,1
1340,14,pull,引く,押す,失う,壊す,1
1341,14,press,押す/強調する,引く,失う,壊す,1
1342,14,push,押す/強いる,引く,失う,壊す,1
1343,14,bake,焼く,煮る,冷やす,切る,1
1344,14,baker,パン屋/パンを焼く人,教師,医者,警察,1
1345,14,bakery,パン屋,病院,学校,市場,1
1346,14,delicious,とてもおいしい,まずい,危険な,普通の,1
1347,14,uniform,制服,私服,帽子,靴,1
1348,14,dentist,歯医者,内科医,教師,警察,1
1349,14,ache,痛み/痛む,喜び,利益,安全,1
1350,14,stomach,胃/お腹,心臓,肺,脳,1
1351,14,fever,熱/熱狂,寒気,安全,利益,1
1352,14,pain,苦痛,喜び,利益,安全,1
1353,14,hay fever,花粉症,風邪,胃痛,頭痛,1
1354,14,influenza,インフルエンザ,風邪,花粉症,胃痛,1
1355,14,disease,病気,健康,安全,利益,1
1356,15,nowadays,今日では,昔は,昨日,決して,1
1357,15,recently,最近,昔,未来,永遠に,1
1358,15,difficulty,困難,容易,利益,成功,1
1359,15,problem,問題,解決,成功,利益,1
1360,15,quote,引用する/引用,削除する,拒否する,失う,1
1361,15,same,同じ,異なる,危険な,珍しい,1
1362,15,reconsider,再考する,無視する,拒否する,失う,1
1363,15,strong,強い,弱い,危険な,柔らかい,1
1364,15,wrong,間違った,正しい,安全な,普通の,1
1365,15,different,異なる,同じ,危険な,普通の,1
1366,15,unique,独特の,普通の,一般的な,危険な,1
1367,15,necessary,必要な,不要な,危険な,普通の,1
1368,15,famous,有名な,無名な,危険な,普通の,1
1369,15,secret,秘密,公開情報,利益,制度,1
1370,15,effective,効果的な,無効な,危険な,普通の,1
1371,15,logic,論理,感情,事故,文化,1
1372,15,define,定義する,曖昧にする,拒否する,失う,1
1373,15,definition,定義,曖昧さ,事故,制度,1
1374,15,scope,範囲,一点,事故,制度,1
1375,15,enroll,入学する/登録する,退学する,拒否する,失う,1
1376,15,drop,落とす/やめる,保持する,拾う,失う,1
1377,15,scholarship,奨学金,借金,税金,罰金,1
1378,15,grade,成績/等級,失敗,事故,制度,1
1379,15,graduate,卒業する,入学する,退学する,失う,1
1380,15,undergraduate,大学生,大学院生,教師,医者,1
1381,15,theme,テーマ,結果,事故,制度,1
1382,15,debate,議論する/討論,沈黙する,拒否する,失う,1
1383,15,summary,要約,全文,事故,制度,1
1384,15,letter,手紙/文字,数字,新聞,辞書,1
1385,15,blank,空白の,満たされた,危険な,普通の,1
1386,15,throw,投げる,受け取る,失う,壊す,1
1387,15,locally,地元で,海外で,危険に,永久に,1
1388,15,originally,もともと,最近,昨日,将来,1
1389,15,traditional,伝統的な,現代的な,危険な,普通の,1
1390,15,urban,都市の,田舎の,危険な,普通の,1
1391,15,rural,田舎の,都市の,危険な,普通の,1
1392,15,suburb,郊外,都心,田舎,外国,1
1393,15,liberty,自由,束縛,危険,失敗,1
1394,15,situation,状況,結果,事故,制度,1
1395,15,inevitable,避けられない,回避可能な,危険な,普通の,1
1396,16,hospital,病院,学校,駅,工場,1
1397,16,bank,銀行,病院,学校,公園,1
1398,16,playground,運動場/校庭,図書館,病院,工場,1
1399,16,bridge,橋,道路,駅,公園,1
1400,16,farm,農場,工場,学校,病院,1
1401,16,hill,丘,谷,川,海,1
1402,16,church,教会,寺,学校,病院,1
1403,16,village,村,都市,県,国,1
1404,16,forest,森林,砂漠,海,都市,1
1405,16,wood,木材/森,鉄,石油,紙,1
1406,16,airport,空港,駅,港,道路,1
1407,16,theater,劇場,病院,学校,図書館,1
1408,16,university,大学,高校,病院,会社,1
1409,16,floor,床/階,天井,壁,屋根,1
1410,16,garage,車庫,庭,病院,学校,1
1411,16,cafeteria,食堂,病院,学校,図書館,1
1412,16,doctor,医者,教師,警察官,弁護士,1
1413,16,husband,夫,妻,兄,父,1
1414,16,wife,妻,夫,姉,母,1
1415,16,diary,日記,辞書,新聞,雑誌,1
1416,16,chopsticks,箸,フォーク,ナイフ,皿,1
1417,16,stapler,ホチキス,のり,はさみ,定規,1
1418,16,envelope,封筒,切手,箱,袋,1
1419,16,stamp,切手/判子,封筒,紙幣,硬貨,1
1420,16,dictionary,辞書,日記,雑誌,新聞,1
1421,16,socks,靴下,靴,帽子,手袋,1
1422,16,ice,氷,雪,水,湯,1
1423,17,aquarium,水族館,動物園,博物館,図書館,1
1424,17,planetarium,プラネタリウム,映画館,博物館,劇場,1
1425,17,act,行動する/演じる,休む,学ぶ,作る,1
1426,17,actor,俳優,監督,歌手,作家,1
1427,17,actress,女優,歌手,作家,監督,1
1428,17,assistant,助手/アシスタント,社長,監督,教授,1
1429,17,professor,教授,学生,医者,会社員,1
1430,17,examination,試験/検査,宿題,授業,会議,1
1431,17,examine,調べる/試験する,無視する,壊す,隠す,1
1432,17,succeed,成功する,失敗する,拒否する,壊す,1
1433,17,attitude,態度,結果,事故,制度,1
1434,17,prepare,準備する,放置する,拒否する,失う,1
1435,17,cloth,布,紙,鉄,木,1
1436,17,clothes,衣服,布,家具,紙,1
1437,17,event,出来事,日常,制度,事故,1
1438,17,ring,指輪,財布,帽子,靴,1
1439,17,purse,財布,指輪,帽子,靴,1
1440,17,wallet,財布,指輪,帽子,靴,1
1441,17,package,小包,手紙,財布,本,1
1442,17,electricity,電気,水,ガス,石油,1
1443,17,advantage,利点,欠点,危険,事故,1
1444,17,distance,距離,時間,重量,速度,1
1445,17,distant,遠い,近い,危険な,普通の,1
1446,17,emergency,緊急事態,平常時,休暇,利益,1
1447,17,emotion,感情,論理,制度,事故,1
1448,17,variety,多様性,単一性,制度,事故,1
1449,17,vary,変わる,固定する,停止する,失う,1
1450,17,attack,攻撃,防御,平和,停止,1
1451,17,bear,耐える/クマ,拒否する,逃げる,犬,1
1452,17,carry,運ぶ,捨てる,失う,壊す,1
1453,17,limb,手足,頭,心臓,胃,1
1454,17,continue,続ける,止める,拒否する,失う,1
1455,17,discover,発見する,隠す,失う,拒否する,1
1456,17,fight,戦う,逃げる,休む,失う,1
1457,17,flow,流れる,止まる,固まる,消える,1
1458,17,invite,招待する,拒否する,追放する,失う,1
1459,17,invent,発明する,破壊する,失う,拒否する,1
1460,17,invention,発明,事故,制度,文化,1
1461,17,lose,失う/負ける,得る,勝つ,保持する,1
1462,17,rescue,救助する,見捨てる,攻撃する,拒否する,1
1463,17,improve,改善する,悪化させる,壊す,失う,1
1464,17,spread,広がる/広げる,縮小する,止まる,失う,1
1465,17,hold,開催する/持つ,捨てる,失う,拒否する,1
1466,17,receive,受け取る,拒否する,失う,捨てる,1
1467,17,scream,叫ぶ,ささやく,黙る,笑う,1
1468,17,recover,回復する,悪化する,失う,拒否する,1
1469,17,repeat,繰り返す,一度で終える,止める,失う,1
1470,17,trust,信頼する,疑う,拒否する,失う,1
1471,17,publish,出版する,削除する,隠す,拒否する,1
1472,17,guess,推測する,確認する,拒否する,失う,1
1473,17,surround,囲む,解放する,失う,拒否する,1
1474,17,surroundings,環境,孤立,事故,制度,1
1475,17,perform,実行する,停止する,拒否する,失う,1
1476,17,performance,演技/成績,失敗,事故,制度,1
1477,17,complete,完成させる,壊す,失う,拒否する,1
1478,17,TRUE,本当の,偽の,危険な,普通の,1
1479,17,comfortable,快適な,不快な,危険な,普通の,1
1480,17,concrete,具体的な/コンクリート,抽象的な,危険な,普通の,1
1481,17,abstract,抽象的な,具体的な,危険な,普通の,1
1482,17,confident,自信がある,不安な,危険な,普通の,1
1483,17,ideal,理想的な,最悪の,危険な,普通の,1
1484,17,long,長い/長く続く,短い,小さい,危険な,1
1485,17,usual,通常の,異常な,危険な,珍しい,1
1486,17,quality,質,量,事故,制度,1
1487,17,direct,直接の,間接の,危険な,普通の,1
1488,17,correct,正しい,誤った,危険な,普通の,1
1489,17,unfortunately,残念ながら,幸運にも,必ず,絶対に,1
