id,section,word,correctAnswer,choice2,choice3,choice4
chunk_398,IELTS_academic_frame,"The turning point for plastics came in 1862 when the British inventor Alexander Parkes ( ? ) 'Parkesine', which could be easily moulded into household products, such as buttons and combs.",came up with,came up by,came up,up with
chunk_399,IELTS_academic_frame,"Unfortunately, he was a terrible businessman, and he quickly ( ? ).",went bankrupt,in the other words,on the result,for these reason
chunk_400,IELTS_academic_frame,"However, ( ? ) the plastic age truly began in 1907 with the creation of 'Bakelite', the world's first synthetic plastic.",the birth of,the birth for,the birth,birth of
chunk_401,GENERAL_linkers,"( ? ), the birth of the plastic age truly began in 1907 with the creation of 'Bakelite', the world's first synthetic plastic.",However,in the other words,on the result,for these reason
chunk_402,IELTS_academic_frame,"Unfortunately, plastic's environmental impact has become a growing concern, and ( ? ), the first biodegradable plastic bottle was recently launched by a popular soda company.",in response,on response,at response,in the other words
chunk_403,IELTS_evidence_history,"However, considering ( ? ) passengers, there was a severe lack of lifeboats.",the number of,the number for,the number,number of
chunk_404,IELTS_evidence_history,"However, considering the number of passengers, there was ( ? ) lifeboats.",a severe lack of,a severe lack for,a severe lack,severe lack of
chunk_405,GENERAL_linkers,"( ? ), considering the number of passengers, there was a severe lack of lifeboats.",However,in the other words,on the result,for these reason
chunk_406,IELTS_evidence_history,"Although ( ? ) exactly what happened, we know that the captain ignored the iceberg warnings while attempting to keep to a tight timetable.",accounts vary as to,accounts vary as for,accounts vary as,vary as to
chunk_407,IELTS_evidence_history,"Although accounts vary as to exactly what happened, we know that the captain ignored the iceberg warnings ( ? ) keep to a tight timetable.",while attempting to,while attempting for,while attempting,attempting to
chunk_408,IELTS_evidence_history,"Although accounts vary as to exactly what happened, we know that the captain ignored the iceberg warnings while attempting to ( ? ).",keep to a tight timetable,keep for a tight timetable,keep to a tight,to a tight timetable
chunk_409,GENERAL_linkers,"( ? ) accounts vary as to exactly what happened, we know that the captain ignored the iceberg warnings while attempting to keep to a tight timetable.",Although,in the other words,on the result,for these reason
chunk_410,GENERAL_linkers,"Although accounts vary as to exactly what happened, we know that the captain ignored the iceberg warnings ( ? ) attempting to keep to a tight timetable.",while,in the other words,on the result,for these reason
chunk_411,IELTS_evidence_history,"On the 14th, the ship hit a large iceberg and sank, ( ? ) the loss of 1,500 lives.",resulting in,in the other words,on the result,for these reason
chunk_412,IELTS_evidence_history,"( ? ), there were many reasons why so many people died.",In hindsight,on hindsight,at hindsight,in the other words
chunk_413,IELTS_evidence_history,"Before being found, many people had serious doubts that the Titanic would be found, and ( ? ) locate it had proven unsuccessful.",previous attempts to,previous attempts for,previous attempts,attempts to
chunk_414,IELTS_evidence_history,"Before being found, many people had serious doubts that the Titanic would be found, and previous attempts to locate it had ( ? ).",proven unsuccessful,in the other words,on the result,for these reason
chunk_415,IELTS_evidence_history,"However, in 1985, an expedition by a French-American team discovered the ship's remains, ( ? ) following the debris scattered along the seabed.",finding the site by,finding the site with,finding the site,the site by
chunk_416,GENERAL_linkers,"( ? ), in 1985, an expedition by a French-American team discovered the ship's remains, finding the site by following the debris scattered along the seabed.",However,in the other words,on the result,for these reason
chunk_417,IELTS_evidence_history,"( ? ), treasure hunters, in partnership with filmmakers, have found a treasure trove of historical items.",Since its discovery,Since its,its discovery,in the other words
chunk_418,IELTS_evidence_history,"Since its discovery, treasure hunters, ( ? ) filmmakers, have found a treasure trove of historical items.",in partnership with,on partnership with,at partnership with,in partnership by
chunk_419,IELTS_problem_solution,"Idaho has always been ( ? ) beavers, large rodents that inhabit the rivers of North America.",overpopulated with,overpopulated by,in the other words,on the result
chunk_420,IELTS_problem_solution,But this nuisance became even more serious as the construction of homes ( ? ) the species' natural habitat.,encroached on,in the other words,on the result,for these reason
chunk_421,IELTS_problem_solution,"The beaver's instinct is to build dams in rivers, which ( ? ).",alter the landscape,alter the,the landscape,in the other words
chunk_422,GENERAL_linkers,"( ? ), these dams can also damage people's domiciles and property.",However,in the other words,on the result,for these reason
chunk_423,GENERAL_verb_patterns,"In 1948, game wardens ( ? ) relocate some of the beavers into Chamberlain Basin.",decided to,decided for,in the other words,on the result
chunk_424,IELTS_problem_solution,"It also ( ? ) use horses to transport the beavers, as the different animals grew agitated when they were close to each other.",proved impossible to,proved impossible for,proved impossible,impossible to
chunk_425,IELTS_problem_solution,"It also proved impossible to use horses to transport the beavers, as the different animals ( ? ) when they were close to each other.",grew agitated,in the other words,on the result,for these reason
chunk_426,IELTS_problem_solution,"However, the wardens ( ? ).",found a unique solution,found a unique,a unique solution,in the other words
chunk_427,GENERAL_linkers,"( ? ), the wardens found a unique solution.",However,in the other words,on the result,for these reason
chunk_428,IELTS_problem_solution,"( ? ), it was ready for a field test.",After a few trial runs,After a few trial,a few trial runs,in the other words
chunk_429,IELTS_problem_solution,"The first beaver, a male named Geronimo, successfully landed and ( ? ) the brush.",made a beeline for,made a beeline to,made a beeline,a beeline for
chunk_430,IELTS_explanation_reasoning,"While ( ? ) why we love moving to a beat, one theory is that we enjoy the coordination of music and movement.",there is some uncertainty as to,there is some uncertainty as for,There are,There be
chunk_431,IELTS_explanation_reasoning,"While there is some uncertainty as to why we love moving to a beat, ( ? ) we enjoy the coordination of music and movement.",one theory is that,one theory is,theory is that,in the other words
chunk_432,GENERAL_linkers,"( ? ) there is some uncertainty as to why we love moving to a beat, one theory is that we enjoy the coordination of music and movement.",While,in the other words,on the result,for these reason
chunk_433,IELTS_explanation_reasoning,( ? ) quite straightforward.,One piece of the puzzle is,One piece for the puzzle is,One piece of the puzzle,piece of the puzzle is
chunk_434,IELTS_explanation_reasoning,"A chemical substance called dopamine is then generated, which ( ? ) pleasure.",makes us feel,makes us,us feel,in the other words
chunk_435,IELTS_explanation_reasoning,( ? ) we enjoy predicting another person's actions and repeating the pattern.,There is mounting evidence that,There are,There be,There is mounting evidence
chunk_436,GENERAL_verb_patterns,"For example, when we see a professional athlete ( ? ) do something complicated, there is a surge of dopamine as we become anxious about the result, and feel intenseexcitement if it is successful.",try to,try for,in the other words,on the result
chunk_437,IELTS_explanation_reasoning,( ? ) dancing with a partner and being surprised by a spectaculardance move.,The same concept applies to,The same concept applies for,The same concept applies,same concept applies to
chunk_438,IELTS_explanation_reasoning,"Therefore, ( ? ) both of these elements, it is clear why we love to step onto the dance floor.",when we combine,when we,we combine,in the other words
chunk_439,IELTS_explanation_reasoning,"Therefore, when we combine both of these elements, ( ? ) we love to step onto the dance floor.",it is clear why,it is clear,is clear why,in the other words
chunk_440,GENERAL_linkers,"( ? ), when we combine both of these elements, it is clear why we love to step onto the dance floor.",Therefore,in the other words,on the result,for these reason
chunk_441,GENERAL_linkers,"( ? ), scientists at Rutgers University have been using AI artificial intelligence, to produce artwork and music from scratch.",However,in the other words,on the result,for these reason
chunk_442,IELTS_explanation_reasoning,"( ? ), the notionthat art could be made by computers was met with scepticism, but the computer-generated paintings were credible enough to fool almost everyone.",At first,in first,on first,in the other words
chunk_443,IELTS_explanation_reasoning,"At first, the notionthat art could be made by computers was ( ? ), but the computer-generated paintings were credible enough to fool almost everyone.",met with scepticism,met by scepticism,met with,with scepticism
chunk_444,IELTS_explanation_reasoning,"At first, the notionthat art could be made by computers was met with scepticism, but the computer-generated paintings were ( ? ) fool almost everyone.",credible enough to,credible enough for,credible enough,enough to
chunk_445,IELTS_explanation_reasoning,Seventy-five percent of lay peoplebelieved that a real artist had painted them ( ? ) a computer.,rather than,in the other words,on the result,for these reason
chunk_446,IELTS_explanation_reasoning,This development ( ? ).,poses two problems,poses two,two problems,in the other words
chunk_447,IELTS_explanation_reasoning,"The reason for the price disparity is scarcity; ( ? ), there is only one original.",in other words,on other words,at other words,in other
chunk_448,GENERAL_linkers,"( ? ) the price disparity is scarcity; in other words, there is only one original.",The reason for,The reason to,The reason,reason for
chunk_449,IELTS_explanation_reasoning,"Secondly, will artists be ( ? ) because of these programmes?",made redundant,in the other words,on the result,for these reason
chunk_450,GENERAL_linkers,"Secondly, will artists be made redundant ( ? ) these programmes?",because of,because for,in the other words,on the result
chunk_451,IELTS_explanation_reasoning,"However, even this area of expertise may be ( ? ).",in danger,on danger,at danger,in the other words
chunk_452,GENERAL_linkers,"( ? ), even this area of expertise may be in danger.",However,in the other words,on the result,for these reason
chunk_453,IELTS_explanation_reasoning,"( ? ), we don't believe in 'spoon feeding' or coddling our pupils, and we try to foster children's self-reliance.",First of all,First for all,First all,At first of all
chunk_454,GENERAL_verb_patterns,"First of all, we don't believe in 'spoon feeding' or coddling our pupils, and we ( ? ) foster children's self-reliance.",try to,try for,in the other words,on the result
chunk_455,IELTS_explanation_reasoning,"They begin to rely on themselves or lean on peers, ( ? ) on immediate family.",rather than,in the other words,on the result,for these reason
chunk_456,GENERAL_verb_patterns,"They ( ? ) rely on themselves or lean on peers, rather than on immediate family.",begin to,begin for,in the other words,on the result
chunk_457,IELTS_explanation_reasoning,"( ? ), they begin to make a close-knit group of friends.",As a result,As result,As a reason,As a
chunk_458,GENERAL_verb_patterns,"As a result, they ( ? ) make a close-knit group of friends.",begin to,begin for,in the other words,on the result
chunk_459,IELTS_explanation_reasoning,This easily ( ? ) being away from their families.,compensates for,compensates to,in the other words,on the result
chunk_460,IELTS_explanation_reasoning,We also encourage students to develop their own know-how ( ? ).,through trial and error,through trial and,trial and error,in the other words
chunk_461,GENERAL_linkers,"( ? ) it may be difficult to predict every result, it always spurs inventiveness in the children.",Although,in the other words,on the result,for these reason
chunk_462,GENERAL_linkers,"The waiting list for our school numbers in the hundreds, so please send in your application ( ? ) possible.",as soon as,as soon,soon as,in the other words
chunk_463,IELTS_explanation_reasoning,"( ? ), we provide grants for families from socially disadvantaged circumstances.",On a final note,in a final note,at a final note,On a final
chunk_464,IELTS_problem_solution,"However, ( ? ).",there are some stumbling blocks,There is,There be,there are some stumbling
chunk_465,GENERAL_linkers,"( ? ), there are some stumbling blocks.",However,in the other words,on the result,for these reason
chunk_466,IELTS_problem_solution,"( ? ), the project needs to cut expenditure to make it cheaper.",First and foremost,First and,and foremost,in the other words
chunk_467,IELTS_problem_solution,"First and foremost, the project needs to ( ? ) to make it cheaper.",cut expenditure,in the other words,on the result,for these reason
chunk_468,GENERAL_verb_patterns,"First and foremost, the project ( ? ) cut expenditure to make it cheaper.",needs to,needs for,in the other words,on the result
chunk_469,IELTS_problem_solution,People may ( ? ) better rail travel but the price is too exorbitant for most people to manage.,have an appetite for,have an appetite to,have an appetite,an appetite for
chunk_470,GENERAL_linkers,"( ? ), that may not be the whole story.",However,in the other words,on the result,for these reason
chunk_471,IELTS_problem_solution,( ? ) the law set down across California that ensures the general public is not placed in harm's way.,The real problem is,The real problem,real problem is,in the other words
chunk_472,IELTS_problem_solution,The real problem is the law set down across California that ensures the general public is not ( ? ).,placed in harm's way,placed in harm's,in harm's way,in the other words
chunk_473,IELTS_problem_solution,"However, ( ? ) this super-train cannot decelerate quickly enough if there is a problem.",at the moment,in the moment,on the moment,at the
chunk_474,GENERAL_linkers,"( ? ), at the moment this super-train cannot decelerate quickly enough if there is a problem.",However,in the other words,on the result,for these reason
chunk_475,IELTS_problem_solution,"( ? ), you will have to wait to take a spin in the train of the future.",Until then,in the other words,on the result,for these reason
chunk_476,IELTS_problem_solution,"Until then, you will have to wait to ( ? ) in the train of the future.",take a spin,take a,a spin,in the other words
chunk_477,IELTS_work_motivation,"She came from an esteemed family and, with the approval of her father, decided to become a doctor, which challenged convention ( ? ).",at the time,in the time,on the time,at the
chunk_478,GENERAL_verb_patterns,"She came from an esteemed family and, with the approval of her father, ( ? ) become a doctor, which challenged convention at the time.",decided to,decided for,in the other words,on the result
chunk_479,GENERAL_linkers,"( ? ), she perseveredand graduated with high grades due to her prodigious memory and tenacity.",However,in the other words,on the result,for these reason
chunk_480,IELTS_academic_frame,"While undertaking work with poor children in Florence, she ( ? ) the theory that all children have an innatedesire to learn.",came up with,came up by,came up,up with
chunk_481,GENERAL_linkers,"( ? ) undertaking work with poor children in Florence, she came up with the theory that all children have an innatedesire to learn.",While,in the other words,on the result,for these reason
chunk_482,GENERAL_verb_patterns,This was a radical change as it was commonly thought that children ( ? ) be forced to learn.,needed to,needed for,in the other words,on the result
chunk_483,GENERAL_linkers,"( ? ), as she was a strong champion of self-determination, freedom, and peace, she ran afoul of Mussolini's fascists during World War II.",However,in the other words,on the result,for these reason
chunk_484,IELTS_explanation_reasoning,"While lying may strike some people as very troubling, it is actually ( ? ) a human's sophisticated brain.",an indication of,an indication for,an indication,indication of
chunk_485,GENERAL_linkers,"( ? ) lying may strike some people as very troubling, it is actually an indication of a human's sophisticated brain.",While,in the other words,on the result,for these reason
chunk_486,GENERAL_verb_patterns,Being deceitful goes back a long time and humans probably ( ? ) lie shortly after developing linguistic ability.,began to,began for,in the other words,on the result
chunk_487,IELTS_explanation_reasoning,"( ? ), the skill of manipulating people without physical force would be an evolutionary advantage and skilled liars passed this trait on to their children.",If you think about it,If you think about,you think about it,in the other words
chunk_488,IELTS_explanation_reasoning,"If you think about it, the skill of manipulating people without physical force would be an ( ? ) and skilled liars passed this trait on to their children.",evolutionary advantage,in the other words,on the result,for these reason
chunk_489,IELTS_explanation_reasoning,We are untruthful ( ? ).,for a variety of reasons,to a variety of reasons,for a variety for reasons,for a variety of
chunk_490,GENERAL_linkers,We are untruthful for ( ? ) reasons.,a variety of,a variety for,a variety,variety of
chunk_491,GENERAL_verb_patterns,Sometimes we are ( ? ) inflate our image to improve our standing in a group.,trying to,trying for,in the other words,on the result
chunk_492,IELTS_explanation_reasoning,"( ? ), we want to appease someone or not hurt their feelings by telling 'white lies,' relieving tension in social situations.",At other times,in other times,on other times,At other
chunk_493,IELTS_explanation_reasoning,"At other times, we want to appease someone or ( ? ) by telling 'white lies,' relieving tension in social situations.",not hurt their feelings,not hurt their,hurt their feelings,in the other words
chunk_494,GENERAL_verb_patterns,"At other times, we ( ? ) appease someone or not hurt their feelings by telling 'white lies,' relieving tension in social situations.",want to,want for,in the other words,on the result
chunk_495,IELTS_explanation_reasoning,Being dishonest is actually a ( ? ) a child's growth.,milestone in,in the other words,on the result,for these reason
chunk_496,IELTS_explanation_reasoning,"At the University of Toronto, scientists ( ? ) how children lie.",delved into,delved in,in the other words,on the result
chunk_497,GENERAL_linkers,"( ? ), by 8 years old, they could masktheir deceit with other lies.",However,in the other words,on the result,for these reason
chunk_498,IELTS_explanation_reasoning,"This sudden leap from being poor liars to polished ones is a ( ? ) a child's cognition is working well, and he or she is on track to maturity.",sign that,in the other words,on the result,for these reason
chunk_499,IELTS_explanation_reasoning,"This sudden leap from being poor liars to polished ones is a sign that a child's cognition is working well, and he or she is ( ? ) maturity.",on track to,in track to,at track to,on track for
chunk_500,IELTS_problem_solution,"One of our closest cousins, the mountain gorilla, is ( ? ) becoming extinct.",in serious peril of,on serious peril of,at serious peril of,in serious peril for
